wp_site_url,wp_tagline,wp_site_title,site_type,openshift_env,category,theme,theme_faculty,status,installs_locked,updates_automatic,langs,unit_name,Jahia_zip,comment
https://migration-wp.epfl.ch/stat,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,stap,stat,stap
https://migration-wp.epfl.ch/sti,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sti-ge,sti,sti-ge
https://migration-wp.epfl.ch/sti-ateliers,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sti-do,sti-ateliers,sti-do
https://migration-wp.epfl.ch/stil,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sv-ma1,stil,sv-ma3
https://migration-wp.epfl.ch/studevf,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,idevelop,studevf,idevelop
https://migration-wp.epfl.ch/studying,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sae,studying,sae
https://migration-wp.epfl.ch/sub,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sub,sub,sub
https://migration-wp.epfl.ch/sunmil,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sunmil,sunmil,sunmil
https://migration-wp.epfl.ch/suter-lab,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,upsuter,suter-lab,upsuter
https://migration-wp.epfl.ch/sv,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,ssv-ens,svnew2,ssv-ens
https://migration-wp.epfl.ch/sv-in,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,cosec-sv,sv-in,cosec-sv
https://migration-wp.epfl.ch/sv-it,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sv-it,svit,sv-it
https://migration-wp.epfl.ch/sv-postdoc,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,ghi-ge,sv-postdoc,ghi-ge
https://migration-wp.epfl.ch/sv-safety,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,ps,sv-safety,ps
https://migration-wp.epfl.ch/swisscosmodays2016,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,lastro,SwissCosmoDays2016,lastro
https://migration-wp.epfl.ch/sxl,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sxl,sxl,sxl
https://migration-wp.epfl.ch/systems,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,nal,systems,nal
https://migration-wp.epfl.ch/tan,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,egg,tan,egg
https://migration-wp.epfl.ch/tang-lab,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,lbi,tang-lab,lbi
https://migration-wp.epfl.ch/tcl,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,tcl,tcl,tcl
https://migration-wp.epfl.ch/tcs,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,thl2,tcs,thl4
https://migration-wp.epfl.ch/teaching,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,cape,teaching,cape
https://migration-wp.epfl.ch/theos,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,theos,theos,theos
https://migration-wp.epfl.ch/tic,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,sci-sti-sm,tic,sci-sti-sm
https://migration-wp.epfl.ch/tis,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,tis,tis,tis
https://migration-wp.epfl.ch/tne,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,tne,tne,tne
https://migration-wp.epfl.ch/toastmasters,#parser,#parser,wordpress,int,GeneralPublic,epfl-master,#parser,yes,yes,yes,#parser,lnb,toastmasters,lnb
